,tags,changeset,lon,version,id,timestamp,lat,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,url,website,amenity,building,drinking_water,fountain,gambling,internet_access,office,source,start_date,wikipedia,geometry,osm_type,addr:housename,addr:place,building:levels,landuse
759,,,,3,229666177,1536005851,,,,,,Via dei Campi di Annibale,,Centro Anziani Rocca di Papa,,Comune di Rocca di Papa,,,,community_centre,yes,,,,,,,,,"POLYGON ((12.713746 41.761888, 12.7136023 41.7617162, 12.7138242 41.761609, 12.7139721 41.7617793, 12.713746 41.761888))",way,,,,
760,"{""operator:type"":""association""}",,,2,233997226,1637252013,,Roma,,103,00132,Via Raoul Chiodelli,,Casale Rosso,,Associazione Papillon Rebibbia,,,,community_centre,yes,,,,,,,,,"POLYGON ((12.6608597 41.9093671, 12.6608622 41.909468, 12.661082 41.9094649, 12.6610794 41.909364, 12.6608597 41.9093671))",way,,,2,
761,"{""natural"":""water""}",,,2,236410221,1378215881,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.822656 41.7888703, 12.8226561 41.7888702, 12.8226608 41.7888677, 12.8226651 41.7888665, 12.8226691 41.7888659, 12.8226723 41.7888659, 12.8226776 41.7888665, 12.822681 41.7888675, 12.8226838 41.7888687, 12.8226871 41.7888706, 12.8226889 41.788872, 12.8226905 41.7888737, 12.822692 41.7888758, 12.8226933 41.7888786, 12.8226939 41.7888809, 12.822694 41.7888829, 12.8226939 41.7888849, 12.8226932 41.7888874, 12.8226923 41.7888894, 12.8226906 41.7888918, 12.8226883 41.7888941, 12.8226863 41.7888955, 12.822684 41.7888969, 12.8226821 41.7888978, 12.8226777 41.7888991, 12.8226742 41.7888996, 12.822656 41.7888703))",way,,,,
762,"{""natural"":""water""}",,,3,238133868,1578409452,,,,,,,,,,,,,,fountain,,yes,,,,,,,,"POLYGON ((12.6792952 41.8096331, 12.6792925 41.8096405, 12.6792853 41.8096459, 12.6792754 41.8096479, 12.6792655 41.8096459, 12.6792583 41.8096405, 12.6792556 41.8096331, 12.6792583 41.8096258, 12.6792655 41.8096204, 12.6792754 41.8096184, 12.6792853 41.8096204, 12.6792925 41.8096258, 12.6792952 41.8096331))",way,,,,
763,"{""natural"":""water""}",,,1,238135861,1379282516,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6791689 41.8030815, 12.6790949 41.8031431, 12.679107 41.8031512, 12.6790849 41.803167, 12.6790683 41.8032132, 12.6790849 41.8032594, 12.6791302 41.8032932, 12.6791922 41.8033056, 12.6792541 41.8032932, 12.6792837 41.8032691, 12.6792933 41.8032755, 12.6793673 41.803214, 12.6791689 41.8030815))",way,,,,
764,"{""natural"":""water""}",,,1,238135862,1379282516,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6796666 41.8026827, 12.6796785 41.8026717, 12.6796902 41.8026804, 12.6796973 41.8026739, 12.6797071 41.8026799, 12.6797313 41.8026623, 12.6797634 41.8026559, 12.6797956 41.8026623, 12.6798191 41.8026799, 12.6798277 41.8027038, 12.6798191 41.8027278, 12.6798052 41.8027397, 12.6798187 41.8027479, 12.6798126 41.8027534, 12.6798262 41.802761, 12.6798114 41.8027746, 12.6798268 41.8027863, 12.6798362 41.8028124, 12.6798268 41.8028385, 12.6798012 41.8028575, 12.6797663 41.8028645, 12.6797313 41.8028575, 12.6797245 41.8028545, 12.6797107 41.8028672, 12.6796965 41.8028593, 12.67969 41.8028652, 12.6796736 41.8028552, 12.6796542 41.8028707, 12.6796231 41.8028769, 12.6795919 41.8028707, 12.6795691 41.8028537, 12.6795607 41.8028305, 12.6795691 41.8028072, 12.6795797 41.8027979, 12.6795686 41.8027912, 12.6795749 41.8027854, 12.679563 41.8027779, 12.6795772 41.8027648, 12.6795628 41.8027521, 12.6795531 41.8027251, 12.6795628 41.8026982, 12.6795893 41.8026784, 12.6796254 41.8026712, 12.6796616 41.8026784, 12.6796666 41.8026827))",way,,,,
765,,,,6,238674134,1544201428,,,,,,,,ex Chiesa di San Nicola,,,,,,theatre,church,,,,,,,,it:Chiesa di San Nicola di Bari (Ariccia),"POLYGON ((12.6703614 41.7198319, 12.6704588 41.7197799, 12.6704431 41.7197635, 12.670367 41.7196841, 12.6702696 41.7197361, 12.6703006 41.7197684, 12.6703614 41.7198319))",way,,,,
766,,,,3,254678497,1548688615,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.4628163 41.8878863, 12.4628225 41.8878966, 12.462824 41.8879078, 12.4628206 41.8879188, 12.4628126 41.8879284, 12.4628009 41.8879356, 12.4627868 41.8879396, 12.4627716 41.8879401, 12.4627571 41.8879369, 12.4627446 41.8879305, 12.4627354 41.8879211, 12.4627309 41.8879099, 12.4627315 41.8878983, 12.4627372 41.8878875, 12.4627474 41.8878787, 12.462761 41.8878728, 12.4627763 41.8878707, 12.4627918 41.8878724, 12.4628056 41.8878778, 12.4628163 41.8878863))",way,,,,
767,"{""image"":""https://upload.wikimedia.org/wikipedia/commons/2/2a/Roma-fontana_del_moro.jpg"",""name:es"":""Fuente del Moro"",""name:fr"":""Fontaine du Maure"",""name:it"":""Fontana del Moro"",""name:ru"":""\u0424\u043E\u043D\u0442\u0430\u043D \u041C\u0430\u0432\u0440"",""name:zh"":""\u6469\u5C14\u4EBA\u55B7\u6CC9"",""tourism"":""attraction"",""wikidata"":""Q1435824""}",,,12,262032514,1594838458,,,,,,,,Fontana del Moro,,,,,,fountain,,no,,,,,,,it:Fontana del Moro,"POLYGON ((12.4731 41.8981649, 12.4730995 41.8981764, 12.4731225 41.8981768, 12.4731297 41.8981834, 12.4731387 41.8981871, 12.4731523 41.8981885, 12.4731633 41.8981871, 12.4731728 41.8981844, 12.4731759 41.8981811, 12.4731778 41.8981776, 12.473201 41.8981779, 12.4732017 41.8981668, 12.4732149 41.8981569, 12.4732231 41.898157, 12.4732235 41.8981389, 12.4732293 41.8981371, 12.473234 41.8981341, 12.4732389 41.8981288, 12.4732419 41.8981224, 12.4732427 41.8981131, 12.4732405 41.8981034, 12.4732372 41.8980953, 12.473232 41.8980905, 12.473229 41.8980883, 12.4732254 41.8980864, 12.4732253 41.8980665, 12.4732117 41.8980664, 12.4732021 41.898057, 12.4732025 41.8980457, 12.4731812 41.8980454, 12.4731793 41.8980412, 12.4731754 41.8980381, 12.4731697 41.8980356, 12.4731585 41.8980344, 12.4731499 41.8980348, 12.4731426 41.8980362, 12.4731376 41.8980374, 12.4731343 41.8980392, 12.473131 41.8980419, 12.4731298 41.8980445, 12.4731081 41.8980444, 12.473108 41.8980555, 12.4730967 41.8980646, 12.4730818 41.8980646, 12.4730817 41.8980839, 12.4730757 41.8980867, 12.4730714 41.8980896, 12.4730683 41.8980926, 12.4730659 41.898096, 12.4730638 41.8981014, 12.4730633 41.8981065, 12.4730631 41.8981115, 12.4730638 41.8981164, 12.4730646 41.8981208, 12.4730668 41.8981248, 12.4730715 41.8981302, 12.4730754 41.898134, 12.4730791 41.898137, 12.4730784 41.898155, 12.4730896 41.8981553, 12.4731 41.8981649))",way,,,,
768,"{""start_date:construction"":""2007-12-11""}",,,6,263558453,1635693896,,,,,,,,La Nuvola,,,,,,conference_centre,service,,,,,,,,,"POLYGON ((12.4706923 41.8309583, 12.4708513 41.8312602, 12.4710042 41.8315506, 12.4729804 41.8309728, 12.4726685 41.8303805, 12.4706923 41.8309583))",way,,,9,
769,"{""denomination"":""roman_catholic"",""religion"":""christian"",""wheelchair"":""limited""}",,,3,276412668,1549178961,,Roma,,24,00193,Via Padre Pancrazio Pfeiffer,,Centro San Lorenzo,Mo-Fr 11:00-19:00,,,,http://www.centrosanlorenzo.com,community_centre,public,,,,,,,,,"POLYGON ((12.4589904 41.9016406, 12.4589956 41.9016799, 12.4590397 41.901679, 12.4590427 41.9016945, 12.4590446 41.9017233, 12.4591081 41.9017211, 12.4591042 41.9016744, 12.4590971 41.9016304, 12.4589904 41.9016406))",way,,,,
770,"{""natural"":""water""}",,,2,277561207,1398605486,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6793041 41.8030874, 12.6793317 41.803107, 12.6793588 41.8030834, 12.6793655 41.8030851, 12.6793745 41.8030851, 12.6793829 41.8030829, 12.6793899 41.8030787, 12.6793947 41.8030731, 12.6793967 41.8030666, 12.6793958 41.8030599, 12.6793922 41.8030544, 12.67941 41.8030389, 12.679417 41.8030407, 12.6794259 41.8030406, 12.6794344 41.8030384, 12.6794414 41.8030343, 12.6794461 41.8030286, 12.6794482 41.8030221, 12.6794472 41.8030155, 12.6794436 41.8030097, 12.6794615 41.8029942, 12.679463 41.802995, 12.6794714 41.8029972, 12.6794804 41.8029972, 12.6794888 41.802995, 12.6794958 41.8029908, 12.6795006 41.8029852, 12.6795026 41.8029787, 12.6795016 41.802972, 12.6794978 41.802966, 12.6794954 41.8029646, 12.6795301 41.8029345, 12.6795025 41.8029135, 12.6794642 41.802947, 12.6794564 41.802945, 12.6794475 41.802945, 12.679439 41.8029472, 12.679432 41.8029514, 12.6794272 41.802957, 12.6794252 41.8029635, 12.6794261 41.8029702, 12.67943 41.8029762, 12.6794306 41.8029765, 12.6794129 41.8029921, 12.6794104 41.8029906, 12.679402 41.8029885, 12.679393 41.8029885, 12.6793846 41.8029907, 12.6793776 41.8029948, 12.6793728 41.8030005, 12.6793707 41.803007, 12.6793717 41.8030136, 12.6793755 41.8030196, 12.6793791 41.8030217, 12.6793619 41.8030367, 12.679359 41.8030351, 12.6793505 41.8030329, 12.6793416 41.8030329, 12.6793331 41.8030351, 12.6793261 41.8030393, 12.6793213 41.8030449, 12.6793193 41.8030514, 12.6793203 41.803058, 12.6793241 41.8030641, 12.6793281 41.8030664, 12.6793041 41.8030874))",way,,,,
771,"{""natural"":""water""}",,,1,277561228,1398604942,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6783533 41.8047675, 12.6783603 41.8047612, 12.6782791 41.8047118, 12.6782721 41.8047182, 12.6782656 41.8047298, 12.6782643 41.8047423, 12.6782684 41.8047545, 12.6782775 41.8047651, 12.6782905 41.804773, 12.6783063 41.8047775, 12.6783231 41.804778, 12.6783394 41.8047746, 12.6783533 41.8047675))",way,,,,
772,"{""natural"":""water""}",,,1,277561231,1398604942,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6783593 41.8046272, 12.6783621 41.8046446, 12.6783719 41.8046606, 12.6783877 41.8046737, 12.678408 41.8046825, 12.6784309 41.8046864, 12.6784544 41.804685, 12.6784623 41.8046778, 12.67845 41.804655, 12.6784283 41.8046365, 12.6783996 41.8046244, 12.6783672 41.80462, 12.6783593 41.8046272))",way,,,,
773,"{""lit"":""no"",""natural"":""water""}",,,2,279820043,1605461706,,,,,,,,,,,,,,fountain,,,dry,,,,,,,"POLYGON ((12.683709 41.8029532, 12.6838488 41.8028433, 12.6838731 41.8028603, 12.6837333 41.8029702, 12.6837363 41.8029751, 12.6837369 41.8029805, 12.683735 41.8029857, 12.683731 41.8029901, 12.6837253 41.8029934, 12.6837184 41.802995, 12.6837112 41.8029948, 12.6837045 41.8029929, 12.6837072 41.8029978, 12.6837078 41.8030031, 12.683706 41.8030083, 12.683702 41.8030128, 12.6836962 41.803016, 12.6836893 41.8030176, 12.6836821 41.8030175, 12.6836754 41.8030155, 12.6836784 41.8030202, 12.683679 41.8030256, 12.6836772 41.8030307, 12.6836732 41.8030352, 12.6836674 41.8030384, 12.6836605 41.80304, 12.6836533 41.8030399, 12.6836466 41.803038, 12.6836494 41.8030432, 12.68365 41.8030485, 12.6836482 41.8030537, 12.6836442 41.8030582, 12.6836384 41.8030614, 12.6836315 41.803063, 12.6836243 41.8030629, 12.6836176 41.8030609, 12.6836208 41.8030659, 12.6836214 41.8030712, 12.6836196 41.8030764, 12.6836156 41.8030809, 12.6836098 41.8030841, 12.6836029 41.8030857, 12.6835957 41.8030856, 12.6835887 41.8030836, 12.6835916 41.8030885, 12.6835922 41.8030938, 12.6835904 41.803099, 12.6835864 41.8031035, 12.6835806 41.8031067, 12.6835738 41.8031083, 12.6835666 41.8031082, 12.6835597 41.8031064, 12.6835721 41.8031151, 12.6835509 41.8031318, 12.6835055 41.8031001, 12.6835009 41.8030984, 12.6835233 41.8030808, 12.6835354 41.8030893, 12.6835325 41.8030843, 12.6835318 41.8030789, 12.6835336 41.8030737, 12.6835376 41.8030691, 12.6835434 41.8030659, 12.6835504 41.8030643, 12.6835576 41.8030645, 12.6835647 41.8030666, 12.6835617 41.8030617, 12.683561 41.8030563, 12.6835627 41.8030511, 12.6835668 41.8030466, 12.6835726 41.8030433, 12.6835795 41.8030417, 12.6835868 41.803042, 12.6835933 41.8030439, 12.6835903 41.803039, 12.6835896 41.8030336, 12.6835914 41.8030284, 12.6835954 41.8030239, 12.6836012 41.8030206, 12.6836082 41.803019, 12.6836154 41.8030192, 12.6836222 41.8030213, 12.6836193 41.803016, 12.6836186 41.8030106, 12.6836203 41.8030054, 12.6836244 41.8030009, 12.6836302 41.8029976, 12.6836371 41.802996, 12.6836444 41.8029963, 12.6836511 41.8029985, 12.6836481 41.8029936, 12.6836474 41.8029882, 12.6836492 41.802983, 12.6836532 41.8029784, 12.683659 41.8029752, 12.683666 41.8029736, 12.6836732 41.8029738, 12.68368 41.8029759, 12.6836771 41.802971, 12.6836765 41.8029656, 12.6836782 41.8029603, 12.6836823 41.8029558, 12.6836881 41.8029526, 12.683695 41.802951, 12.6837023 41.8029512, 12.683709 41.8029532))",way,,,,
774,"{""lit"":""no"",""natural"":""water""}",,,2,279820047,1605461706,,,,,,,,,,,,,,fountain,,,dry,,,,,,,"POLYGON ((12.6839006 41.8028049, 12.6841714 41.8025919, 12.6841945 41.8026081, 12.6839237 41.802821, 12.6839006 41.8028049))",way,,,,
775,"{""natural"":""water""}",,,1,279820048,1399396985,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.683522 41.8033691, 12.6835566 41.8033216, 12.6835688 41.8032683, 12.6835573 41.8032149, 12.6835233 41.8031672, 12.6834704 41.8031302, 12.6834043 41.803108, 12.6833321 41.8031028, 12.6832615 41.8031153, 12.6832002 41.8031441, 12.6832179 41.8031554, 12.6832445 41.8031462, 12.683255 41.8031514, 12.6832671 41.8031539, 12.6832797 41.8031533, 12.6832913 41.8031497, 12.6833008 41.8031436, 12.6833072 41.8031355, 12.6833098 41.8031263, 12.6833082 41.803117, 12.6833375 41.8031178, 12.6833432 41.803128, 12.6833531 41.8031363, 12.683366 41.8031417, 12.6833807 41.8031437, 12.6833954 41.803142, 12.6834085 41.8031369, 12.6834042 41.8031572, 12.6834088 41.8031775, 12.6834218 41.8031957, 12.6834418 41.8032099, 12.6834669 41.8032185, 12.6834944 41.8032208, 12.6835212 41.8032164, 12.683515 41.8032265, 12.6835135 41.8032375, 12.683517 41.8032483, 12.6835249 41.8032577, 12.6835366 41.8032646, 12.6835506 41.8032683, 12.6835532 41.8032906, 12.6835407 41.8032899, 12.6835285 41.8032923, 12.683518 41.8032975, 12.6835103 41.8033049, 12.6835062 41.8033138, 12.6835061 41.8033231, 12.68351 41.803332, 12.6835175 41.8033395, 12.6835058 41.8033586, 12.683522 41.8033691))",way,,,,
776,"{""natural"":""water""}",,,1,279820049,1399396985,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6833721 41.8032304, 12.6833912 41.8032361, 12.6833993 41.8032502, 12.6833916 41.8032645, 12.6833726 41.8032705, 12.683354 41.8032651, 12.6833455 41.8032516, 12.6833527 41.8032367, 12.6833721 41.8032304))",way,,,,
777,,,,2,286256675,1554282093,,Rocca di Papa,,20,00040,Via San Sebastiano,,Teatro civico Rocca di Papa,,,,,https://www.associazioneacs.it/pagtea.htm,theatre,yes,,,,,,,,,"POLYGON ((12.71244 41.7623737, 12.712567 41.7623123, 12.7124213 41.7621443, 12.7122943 41.7622057, 12.71244 41.7623737))",way,,,,
778,,,,5,290147106,1532862033,,,,,,,,Teatro 1 - Gangs of Musical,,,,,,theatre,yes,,,,,,,,,"POLYGON ((12.4501904 41.7142944, 12.4499636 41.714099, 12.4496762 41.7138514, 12.4497676 41.7137923, 12.4501086 41.7135717, 12.4506228 41.7140146, 12.4501904 41.7142944))",way,,,,
779,"{""tourism"":""attraction""}",,,3,290147108,1532862033,,,,,,,,Volarium,,,,,,cinema,yes,,,,,,,,,"POLYGON ((12.4517695 41.7137882, 12.4514936 41.7135505, 12.4516864 41.7134258, 12.4519074 41.7132829, 12.4521823 41.7135198, 12.4519781 41.7136548, 12.4517695 41.7137882))",way,,,,
780,,,,4,290147109,1532862034,,,,,,,,Teatro 4 - Inferno Lo Show,,,,,,theatre,yes,,,,,,,,,"POLYGON ((12.4516319 41.7133791, 12.4513663 41.7131504, 12.4515655 41.7130203, 12.4518376 41.713244, 12.4516319 41.7133791))",way,,,,
781,,,,1,299968507,1408955766,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.9726208 41.8291844, 12.972662 41.8291863, 12.972693 41.829166, 12.9726955 41.8291352, 12.9726682 41.8291122, 12.972627 41.8291103, 12.972596 41.8291306, 12.9725934 41.8291613, 12.9726208 41.8291844))",way,,,,
782,"{""wikidata"":""Q3982016""}",,,4,303496985,1505387699,,Roma,,1,00146,Lungotevere Vittorio Gassman,,Teatro India,,,+39 06 684 00 03 11,,http://www.teatrodiroma.net/adon.pl?act=doc&doc=271,theatre,,,,,,,,,it:Teatro India,"POLYGON ((12.4722734 41.8692941, 12.4722864 41.8692767, 12.4725449 41.8688525, 12.4726817 41.8685409, 12.472789 41.8682673, 12.4709705 41.8678598, 12.4706649 41.8685694, 12.4714938 41.868765, 12.4714003 41.8689831, 12.4714352 41.868999, 12.4714683 41.8690126, 12.4722734 41.8692941))",way,,,,
783,"{""wikidata"":""Q3981919""}",,,2,304208592,1505387699,,Roma,,10,00171,Via Castellaneta,,Teatro Bibioteca Quarticciolo,,,+39 06 4546 0701,,,theatre,yes,,,,,,,,it:Teatro Biblioteca Quarticciolo,"POLYGON ((12.5758778 41.891152, 12.5759257 41.8915156, 12.5761936 41.8914961, 12.5761458 41.8911324, 12.5758778 41.891152))",way,,,,
784,"{""contact:email"":""promozione@teatrotorbellamonaca.it"",""contact:facebook"":""https://www.facebook.com/pages/Teatro-Tor-Bella-Monaca/353077011467896"",""contact:twitter"":""@TTBMonaca2013"",""wikidata"":""Q3982178""}",,,3,304215277,1565725975,,Roma,,,00133,Via Bruno Cirino,,Teatro Tor Bella Monaca,,,+39 06 2010579,,http://www.casadeiteatri.roma.it/teatro-tor-bella-monaca/,theatre,yes,,,,,,http://www.casadeiteatri.roma.it/contatti/,,it:Teatro Tor Bella Monaca,"POLYGON ((12.6333042 41.8696531, 12.6335068 41.8694942, 12.6332502 41.8693036, 12.6330414 41.8691627, 12.6328402 41.8693174, 12.6333042 41.8696531))",way,,,,
785,"{""natural"":""water""}",,,1,308826388,1413859081,,,,,,,,,,,,,,fountain,,,,,,,"Bing, Local knowledge",,,"POLYGON ((12.4654025 41.8923522, 12.4654092 41.8923544, 12.4654165 41.8923548, 12.4654235 41.8923533, 12.4654294 41.8923501, 12.4654335 41.8923456, 12.4654352 41.8923409, 12.4654349 41.892336, 12.4654326 41.8923314, 12.4654284 41.8923276, 12.4654229 41.8923249, 12.4654166 41.8923236, 12.46541 41.8923239, 12.4654038 41.8923256, 12.4653987 41.8923287, 12.4653951 41.8923328, 12.4653933 41.8923381, 12.4653941 41.8923435, 12.4653973 41.8923484, 12.4654025 41.8923522))",way,,,,
786,"{""natural"":""water"",""water"":""basin""}",,,3,309931076,1513874688,,,,,,,,Fontana dei Cavalli Marini,,,,,,fountain,,,,,,,,,,"POLYGON ((12.489062 41.913444, 12.4890859 41.9134279, 12.4891162 41.9134199, 12.4891483 41.913421, 12.4891775 41.9134313, 12.4891991 41.913449, 12.48921 41.9134716, 12.4892084 41.9134955, 12.4891946 41.9135172, 12.4891708 41.9135332, 12.4891405 41.9135413, 12.4891083 41.9135402, 12.4890792 41.9135299, 12.4890576 41.9135122, 12.4890467 41.9134896, 12.4890483 41.9134657, 12.489062 41.913444))",way,,,,
787,"{""natural"":""water"",""tourism"":""attraction""}",,,4,312196391,1532862036,,,,,,,,Fontane Danzanti,,,,,,fountain,,,,,,,,,,"POLYGON ((12.4496312 41.7137119, 12.4505096 41.7131472, 12.4503607 41.7130182, 12.4494824 41.7135828, 12.4496312 41.7137119))",way,,,,
788,,,,3,318434482,1559328681,,,,90,,Via della Lucchina,,Starplex,,,+39 06 3081 9887,,romaottavia.starplex.it,cinema,yes,,,,,,,,,"POLYGON ((12.3992587 41.9586314, 12.3997435 41.959017, 12.4000947 41.9587729, 12.3997204 41.9584752, 12.3996099 41.9583873, 12.3992587 41.9586314))",way,,,,
789,"{""barrier"":""wall"",""natural"":""water"",""water"":""basin""}",,,3,322582073,1517868299,,,,,,,,Fontana del Tritone di palazzo Margherita,,,,,,fountain,,,,,,,Bing,,,"POLYGON ((12.4910846 41.9071569, 12.4910626 41.9071488, 12.4910483 41.9071359, 12.4910435 41.9071242, 12.4910442 41.9071158, 12.4910503 41.9071078, 12.4910653 41.9070995, 12.4910871 41.9070938, 12.491113 41.9070935, 12.4911422 41.9071002, 12.4911647 41.9071123, 12.4911749 41.907129, 12.4911718 41.9071442, 12.4911565 41.9071541, 12.4911361 41.9071587, 12.491114 41.907161, 12.4910846 41.9071569))",way,,,,
790,"{""inscription"":""Centro Parrocchiale \u2013 Oratorio""}",,,2,323834950,1515153286,,Campagnano di Roma,,7,00063,Via Dante Alighieri,,Oratorio di San Giovanni Battista,,,+39 06 90154333,,,community_centre,public,,,,,,,,,"POLYGON ((12.3786345 42.1424953, 12.378777 42.1424307, 12.3786571 42.1422853, 12.3785146 42.1423499, 12.3786345 42.1424953))",way,,,,
791,,,,1,326391527,1423072522,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.3695521 42.1180029, 12.3695454 42.1180119, 12.3695428 42.118022, 12.3695446 42.1180322, 12.3695507 42.1180415, 12.3695603 42.1180489, 12.3695726 42.1180537, 12.3695874 42.1180554, 12.3696021 42.1180532, 12.3696149 42.1180476, 12.3696245 42.118039, 12.3696296 42.1180286, 12.3696296 42.1180174, 12.3696246 42.118007, 12.3696151 42.1179984, 12.3696022 42.1179927, 12.3695887 42.1179906, 12.3695749 42.1179917, 12.3695623 42.117996, 12.3695521 42.1180029))",way,,,,
792,,,,1,326448922,1423085802,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.3467945 42.1395558, 12.3468266 42.1395642, 12.346881 42.1395503, 12.3469581 42.1395135, 12.3469903 42.1394951, 12.3470043 42.1394757, 12.3470037 42.1394534, 12.3469822 42.139432, 12.346944 42.1394265, 12.3468789 42.1394474, 12.3467991 42.1394807, 12.3467737 42.1395011, 12.346769 42.139524, 12.3467784 42.1395444, 12.3467945 42.1395558))",way,,,,
793,"{""denomination"":""catholic"",""religion"":""christian""}",,,2,331952881,1559054429,,,,,,,,Oratorio di S. Gabriele dell'Addolorata,,,,,,community_centre,yes,,,,,,,,,"POLYGON ((12.3668788 41.9266041, 12.3672062 41.9265487, 12.3671816 41.9264683, 12.3668542 41.9265237, 12.3668788 41.9266041))",way,,,,
794,,,,3,332108931,1633792764,,Roma,,28A,00176,Via dell'Acqua Bullicante,,Municipio Roma V - Aula consigliare,,,,,,events_venue,yes,,,,,,,,,"POLYGON ((12.5426199 41.880518, 12.5427826 41.8807044, 12.5430368 41.8805874, 12.5430268 41.8804933, 12.5427742 41.880512, 12.5426199 41.880518))",way,,,,
795,,,,3,334011105,1516632898,,,,,,,,Centro Anziani Cavalier Rodolfo Tosti,,,,,,community_centre,yes,,,,,,,,,"POLYGON ((12.7821456 41.6906306, 12.7822261 41.6906747, 12.7824246 41.6904944, 12.7822207 41.6903702, 12.7821939 41.6904904, 12.7822529 41.6905264, 12.7821456 41.6906306))",way,,,,
796,,,,1,334706422,1427301880,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.7861193 41.6955115, 12.7861094 41.6955058, 12.7860975 41.695503, 12.786082 41.695504, 12.7860709 41.6955083, 12.7860625 41.6955151, 12.7860571 41.6955265, 12.7860579 41.6955358, 12.7860628 41.6955443, 12.7860714 41.6955511, 12.7860816 41.695555, 12.786094 41.6955563, 12.7861061 41.6955544, 12.7861128 41.6955517, 12.7861218 41.6955453, 12.7861272 41.6955369, 12.7861285 41.6955277, 12.7861255 41.6955186, 12.7861193 41.6955115))",way,,,,
797,"{""wheelchair"":""yes""}",,,3,339621410,1638177262,,,,,,,,Gran Teatro,,Rainbow MagicLand,,,https://magicland.it/it/gran-teatro.html,theatre,yes,,,,,,,,,"POLYGON ((12.9605891 41.7660759, 12.9604863 41.7661192, 12.9604568 41.7660974, 12.9604058 41.7660884, 12.9603213 41.7661244, 12.9603092 41.7661614, 12.9603115 41.7661926, 12.9602063 41.7662369, 12.9606398 41.7668102, 12.9610226 41.7666491, 12.9605891 41.7660759))",way,,,,
798,"{""natural"":""water""}",,,2,342632820,1510280765,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.4990797 41.9092199, 12.499074 41.9092107, 12.4990745 41.9091988, 12.4990767 41.9091902, 12.4990855 41.9091841, 12.4990947 41.9091788, 12.4991052 41.9091741, 12.4991155 41.9091729, 12.4991258 41.9091727, 12.4991372 41.9091783, 12.499141 41.9091874, 12.4991422 41.9091999, 12.4991345 41.9092149, 12.499122 41.9092224, 12.4991057 41.9092285, 12.4990916 41.9092265, 12.4990797 41.9092199))",way,,,,
799,"{""natural"":""water""}",,,2,342632821,1510280765,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.4996301 41.9095182, 12.4996243 41.9095137, 12.4996203 41.9095081, 12.4996199 41.9095013, 12.499623 41.9094954, 12.4996223 41.9094896, 12.4996247 41.9094841, 12.4996308 41.909478, 12.4996386 41.9094729, 12.4996471 41.9094712, 12.4996519 41.9094689, 12.4996617 41.9094676, 12.4996692 41.9094691, 12.4996781 41.9094701, 12.4996855 41.9094729, 12.4996913 41.9094813, 12.499691 41.9094911, 12.4996889 41.9095005, 12.4996869 41.9095063, 12.4996838 41.9095111, 12.4996764 41.9095144, 12.4996631 41.909518, 12.499657 41.90952, 12.4996509 41.9095215, 12.499641 41.9095213, 12.4996301 41.9095182))",way,,,,
800,"{""natural"":""water""}",,,2,342632822,1510280765,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.4995957 41.9091283, 12.4995899 41.9091239, 12.4995885 41.9091199, 12.4995855 41.9091149, 12.4995822 41.9091094, 12.4995843 41.9091032, 12.4995839 41.9090964, 12.4995877 41.9090924, 12.4995948 41.9090898, 12.4995999 41.9090853, 12.4996045 41.9090841, 12.4996111 41.9090836, 12.4996162 41.9090848, 12.4996215 41.9090862, 12.4996275 41.909086, 12.4996315 41.909088, 12.4996356 41.9090924, 12.499639 41.9090972, 12.4996441 41.9091012, 12.4996441 41.909108, 12.4996417 41.9091126, 12.4996414 41.9091199, 12.4996356 41.909125, 12.4996275 41.909127, 12.499623 41.9091316, 12.4996149 41.9091326, 12.4996077 41.9091301, 12.4996009 41.9091306, 12.4995957 41.9091283))",way,,,,
